what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501498155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501499385
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501501239
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501506229
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286501506235
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286501511892
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501513090
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501513640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501515975
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501519845
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286501521835
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286501528683
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501530853
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501652022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286501654513
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501664655
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501664763
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501668736
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501668812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501675120
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501675187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501679564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501683536
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501687231
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501696052
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501697669
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501701619
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1286501704611
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286501704869
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286501705605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501710727
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501710802
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1286501713211
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286501713478
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286501713726
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501719319
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501719411
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501721229
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501725348
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501727853
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501728635
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501746341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501804152
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286501809188
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501830007
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286501860173
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286501861786
