what,kind,bundleId,bundleVersion,description,time
started,bundle,com.instantiations.common.core,6.0.0.r35x201009131414,"com.instantiations.common.core",1286081521346
started,bundle,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core",1286081521346
started,bundle,com.instantiations.designer.core.lib,8.0.0.r35x201009160631,"com.instantiations.designer.core.lib",1286081521346
started,bundle,com.instantiations.designer.core.xml,8.0.0.r35x201009160634,"com.instantiations.designer.core.xml",1286081521346
started,bundle,com.instantiations.designer.gwt,8.0.0.r35x201009160831,"com.instantiations.designer.gwt",1286081521346
started,bundle,com.instantiations.designer.gwt.ExtGWT,8.0.0.r35x201009160831,"com.instantiations.designer.gwt.ExtGWT",1286081521346
started,bundle,com.instantiations.designer.gwt.SmartGWT,8.0.0.r35x201009160831,"com.instantiations.designer.gwt.SmartGWT",1286081521346
started,bundle,com.instantiations.designer.gwt.UiBinder,8.0.0.r35x201009160831,"com.instantiations.designer.gwt.UiBinder",1286081521346
started,bundle,com.instantiations.eclipse.debug,6.0.0.r35x201009131414,"com.instantiations.eclipse.debug",1286081521346
started,bundle,com.instantiations.eclipse.startup,6.0.0.r35x201009131414,"com.instantiations.eclipse.startup",1286081521346
started,bundle,com.instantiations.eclipse.ui,8.0.0.r35x201009131432,"com.instantiations.eclipse.ui",1286081521346
started,bundle,com.instantiations.eclipse.usageprofiler,6.0.0.r35x201009131414,"com.instantiations.eclipse.usageprofiler",1286081521346
started,bundle,com.instantiations.eclipse.usageprofiler.ui,6.0.0.r35x201009131414,"com.instantiations.eclipse.usageprofiler.ui",1286081521346
started,bundle,com.instantiations.eclipse.util,6.0.0.r35x201009131414,"com.instantiations.eclipse.util",1286081521346
started,bundle,com.instantiations.j2ee,8.0.0.r35x201009140724,"com.instantiations.j2ee",1286081521346
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1286081521346
os,sysinfo,,,"win32",1286081521348
arch,sysinfo,,,"x86",1286081521348
ws,sysinfo,,,"win32",1286081521348
locale,sysinfo,,,"en_US",1286081521348
processors,sysinfo,,,"4",1286081521349
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1286081521349
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1286081521349
java.specification.name,sysinfo,,,"Java Platform API Specification",1286081521349
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286081521349
java.specification.version,sysinfo,,,"1.6",1286081521349
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1286081521349
java.version,sysinfo,,,"1.6.0_19",1286081521349
java.vm.info,sysinfo,,,"mixed mode, sharing",1286081521349
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1286081521349
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1286081521349
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286081521349
java.vm.specification.version,sysinfo,,,"1.0",1286081521349
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1286081521349
java.vm.version,sysinfo,,,"16.2-b04",1286081521349
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286081522163
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286081522639
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286081533898
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286081533933
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1286081533959
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286081538276
started,bundle,com.android.ide.eclipse.ddms,0.9.6.v201002051504-24846,"com.android.ide.eclipse.ddms",1286081538484
started,bundle,com.android.ide.eclipse.adt,0.9.6.v201002051504-24846,"com.android.ide.eclipse.adt",1286081538566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286081542275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286081555718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.help.aboutAction",1286081555727
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1286081560935
started,bundle,com.instantiations.designer.gxt.databinding,8.0.0.r35x201009160831,"com.instantiations.designer.gxt.databinding",1286081566748
opened,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286081567303
activated,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286081567368
