what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286499659473
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499662886
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499662953
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1286499666891
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286499667833
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286499668350
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286499673758
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499677062
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499679279
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286499679292
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499680607
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286499680637
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499682189
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499682917
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499684000
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286499701456
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1286499701647
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1286499701742
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286499722459
opened,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499722643
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499722749
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1286499725858
closed,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499725858
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286499726798
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286499729956
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499731517
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499733990
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286499735695
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499735735
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499736710
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499740126
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499742068
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499744278
activated,view,com.google.gwt.eclipse.oophm,1.3.3.v201006111302,"com.google.gwt.eclipse.DevModeView",1286499745892
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499746803
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499746808
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1286499790848
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499793270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286499848122
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499849653
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1286499849653
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286499854871
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499854895
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499859189
closed,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499859190
activated,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286499860453
closed,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499860453
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286499861598
closed,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286499861598
opened,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286499901529
activated,editor,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core.guiEditor",1286499901593
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286499902412
opened,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499902794
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286499902872
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286499910519
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1286499916756
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286499917906
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordNext",1286499918764
