what,kind,bundleId,bundleVersion,description,time
activated,editor,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1286503655608
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286503681785
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286503686387
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1286503702096
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1286503702362
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1286503702533
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286503703282
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704093
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704249
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704421
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704592
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704780
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503704936
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503705107
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503705466
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286503705716
started,bundle,com.instantiations.designer.os,8.0.0.r35x201009160631,"com.instantiations.designer.os",1286503709881
started,bundle,com.instantiations.designer.os.win32,8.0.0.r35x201009160631,"com.instantiations.designer.os.win32",1286503709896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503800408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503820578
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286503834759
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286503837848
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503842574
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503945615
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286503949032
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1286503951730
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503967830
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503976610
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503980167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503980245
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286503983896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286503988981
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286503990432
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503997748
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286503997873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286504001992
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1286504035282
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1286504037981
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordNext",1286504041850
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordNext",1286504042224
